scenario_id,category,start_x,start_y,goal_x,goal_y,straight_line_distance,direct_path_blocked,number_of_blocking_obstacles,first_obstacle_distance,shortest_collision_free_path,detour_ratio,same_room,start_room,goal_room,difficulty,success,collision,timeout
BOTTOM_RIGHT_3,BOTTOM_RIGHT,0.0,0.0,4.928723099813259,-2.206180961717618,5.399957947102745,False,0,-1,5.852200000000001,1.0837491805172108,False,LivingRoom,Corridor,EASY,True,False,False
BOTTOM_RIGHT_4,BOTTOM_RIGHT,0.0,0.0,5.274704632084559,-4.553388716014129,6.968203337651614,False,0,-1,7.104399999999999,1.019545448912558,False,LivingRoom,Kitchen,EASY,True,False,False
BOTTOM_RIGHT_5,BOTTOM_RIGHT,0.0,0.0,5.275274061372428,-4.378079385281263,6.855369831483456,False,0,-1,7.0215999999999985,1.024248169333349,False,LivingRoom,Kitchen,EASY,False,False,True
BOTTOM_RIGHT_6,BOTTOM_RIGHT,0.0,0.0,6.923015149873786,-2.0191817275556314,7.211465427655915,False,0,-1,7.769399999999998,1.0773677108960973,False,LivingRoom,Corridor,EASY,True,False,False
BOTTOM_RIGHT_7,BOTTOM_RIGHT,0.0,0.0,4.305383768371433,-3.589271949703938,5.605283447060256,False,0,-1,5.790399999999999,1.033025368777172,False,LivingRoom,Kitchen,EASY,False,False,True
BOTTOM_RIGHT_8,BOTTOM_RIGHT,0.0,0.0,3.962614934848784,-3.6720200763585544,5.40241136559101,False,0,-1,5.666199999999998,1.0488279430346805,False,LivingRoom,Kitchen,EASY,True,False,False
BOTTOM_RIGHT_9,BOTTOM_RIGHT,0.0,0.0,4.34981041794221,-4.399690970632814,6.186932301965692,True,1,4.218659226247304,6.531799999999997,1.0557413078408397,False,LivingRoom,Kitchen,MODERATE,False,True,False
BOTTOM_RIGHT_10,BOTTOM_RIGHT,0.0,0.0,2.2835008858609758,-2.436738431819063,3.3394715870676137,False,0,-1,3.6452,1.09154993685718,False,LivingRoom,Corridor,EASY,True,False,False
RANDOM_1,RANDOM,0.0,0.0,5.569474317017659,-1.6264310776215378,5.8020963640888,False,0,-1,6.203800000000002,1.0692342234088847,False,LivingRoom,Corridor,EASY,True,False,False
RANDOM_2,RANDOM,0.0,0.0,2.6432071414786185,2.2511357801352974,3.4719096032830294,True,2,1.3880631592852763,4.096800000000001,1.1799846390372828,False,LivingRoom,Corridor,HARD,True,False,False
RANDOM_3,RANDOM,0.0,0.0,3.6137999472154685,-5.619209961892431,6.680948334954078,True,2,1.545632374362338,7.54199999999999,1.1288816530044055,False,LivingRoom,Kitchen,HARD,False,True,False
RANDOM_4,RANDOM,0.0,0.0,-3.895190356747645,2.406475123752774,4.578605730628133,False,0,-1,5.010800000000001,1.0943942970412908,False,LivingRoom,Corridor,EASY,True,False,False
RANDOM_5,RANDOM,0.0,0.0,-0.9224593587525359,-5.016722853963796,5.10082733113294,False,0,-1,5.514000000000001,1.0810011086525626,False,LivingRoom,Corridor,EASY,False,False,True
RANDOM_6,RANDOM,0.0,0.0,-4.96267340480819,-1.0451967592836808,5.071544497330929,False,0,-1,5.455400000000002,1.0756880873018249,False,LivingRoom,Corridor,EASY,True,False,False
RANDOM_7,RANDOM,0.0,0.0,5.930581376831794,1.3267198098342414,6.077168824463469,True,1,4.35988124888228,6.438199999999999,1.059407791023216,False,LivingRoom,Corridor,MODERATE,True,False,False
RANDOM_8,RANDOM,0.0,0.0,0.07367378360559118,-1.5472936262997372,1.5490466075552904,False,0,-1,1.6000000000000003,1.032893388872995,True,LivingRoom,LivingRoom,EASY,True,False,False
RANDOM_9,RANDOM,0.0,0.0,-2.6090550240975325,1.95174275694376,3.2582921765935917,True,1,1.8363697682502678,4.014000000000001,1.231933719399121,False,LivingRoom,Corridor,MODERATE,True,False,False
RANDOM_10,RANDOM,0.0,0.0,-6.375732129013365,-1.7765293205441568,6.618611380621042,False,0,-1,7.145199999999999,1.079561797648489,False,LivingRoom,Corridor,EASY,False,True,False
RANDOM_11,RANDOM,0.0,0.0,-3.7428096740871193,6.914738245315844,7.862711317203104,True,2,1.2508040278722592,9.469399999999997,1.204342830097496,False,LivingRoom,BR1,HARD,True,False,False
RANDOM_12,RANDOM,0.0,0.0,-1.2027512604839197,-4.116773158291309,4.288873025798672,False,0,-1,4.738200000000001,1.1047657441706742,False,LivingRoom,Corridor,UNKNOWN,False,False,True
RANDOM_13,RANDOM,0.0,0.0,-4.717219036555694,1.334917841954043,4.902464796774238,False,0,-1,5.338200000000001,1.0888808428593861,False,LivingRoom,Corridor,EASY,True,False,False
RANDOM_14,RANDOM,0.0,0.0,-0.839856943279701,-4.505824335776947,4.583428043512289,False,0,-1,4.972600000000002,1.0849084904995017,False,LivingRoom,Corridor,EASY,False,False,True
RANDOM_15,RANDOM,0.0,0.0,5.699119930955192,0.9006768904203338,5.769851544740813,False,0,-1,5.972599999999999,1.035139284552995,False,LivingRoom,Corridor,EASY,True,False,False
RANDOM_16,RANDOM,0.0,0.0,-1.4170623620350364,-2.272931952560711,2.6784856540343394,False,0,-1,2.921,1.0905415885279748,True,LivingRoom,LivingRoom,EASY,True,False,False
RANDOM_17,RANDOM,0.0,0.0,-0.3437320230074409,-1.6287705478189918,1.664645668328058,False,0,-1,1.8656,1.1207189827212762,True,LivingRoom,LivingRoom,UNKNOWN,True,False,False
RANDOM_18,RANDOM,0.0,0.0,7.308793436124796,4.501565740651781,8.58385435625225,True,2,1.7161737416964735,10.217799999999999,1.190351044639711,False,LivingRoom,BR2,HARD,False,True,False
RANDOM_19,RANDOM,0.0,0.0,5.957671753869606,-3.576585868161244,6.948799838762552,True,1,5.634289312553674,7.390399999999993,1.0635505657788644,False,LivingRoom,Kitchen,MODERATE,True,False,False
RANDOM_20,RANDOM,0.0,0.0,6.962781360424823,-1.7212904818562875,7.172389085653984,False,0,-1,7.645199999999997,1.0659209795647753,False,LivingRoom,Corridor,EASY,True,False,False
