episode,step,robot_x,robot_y,robot_yaw,goal_x,goal_y,distance_to_goal,linear_vel,angular_vel,norm_action_linear,norm_action_angular,min_lidar,is_near_obstacle,progress_reward,clearance_reward,turning_penalty,inflation_penalty,sector_00,sector_01,sector_02,sector_03,sector_04,sector_05,sector_06,sector_07,sector_08,sector_09,sector_10,sector_11,sector_12,sector_13,sector_14,sector_15,sector_16,sector_17,sector_18,sector_19,sector_20,sector_21,sector_22,sector_23,sector_24,sector_25,sector_26,sector_27,sector_28,sector_29,sector_30,sector_31,sector_32,sector_33,sector_34,sector_35
16,259,3.008701079041787,2.4004023442481306,1.5687,3.0774807929992676,4.210935592651367,1.8118,0.122323,-0.049581,0.244813,-0.017458,0.3026,True,-0.000133,-5.1e-05,-0.000123,-0.05,5.8004,5.8278,6.0669,2.0882,2.0879,5.699,5.2338,4.9794,4.891,0.6231,0.3026,0.6133,0.4734,0.3953,0.3046,4.0192,5.1889,5.0999,5.0997,2.7347,1.85,1.4308,1.1962,1.0554,0.9708,0.9314,4.9139,10.9101,2.68,1.8199,1.7659,1.787,1.9097,4.4977,10.8733,5.8004
18,240,2.1140028932415693,2.5311907594432306,2.3975,0.9785416126251221,3.974982976913452,1.8368,0.199557,-0.311886,0.525662,-0.109819,0.3024,True,0.299666,-0.017379,-0.004864,-0.05,3.0007,3.0013,6.2919,6.1129,1.3983,1.405,5.2632,0.3169,0.3024,0.4314,0.5396,0.3062,0.4195,1.7489,5.1222,5.3152,5.7042,5.1514,4.4682,4.0542,3.8171,3.7133,3.7094,3.2948,2.0762,1.5502,1.2677,1.1007,0.9996,0.9661,1.3176,1.3149,5.9301,6.2242,6.4341,7.1912
18,241,2.092791490915964,2.5399691876330874,2.3802,0.9785416126251221,3.974982976913452,1.8168,0.33,-0.020479,1.0,-0.007211,0.3022,True,0.279568,-0.000796,-2.1e-05,-0.05,3.0364,3.0198,6.3444,6.1395,1.4129,1.4167,5.4834,0.3041,0.3813,0.443,0.5487,0.3022,0.4437,1.445,5.0969,5.2679,5.6285,5.2426,4.5178,4.0785,3.8234,3.7047,3.6953,9.7403,2.2043,1.621,1.3135,1.1332,1.0238,0.9755,1.1978,1.3278,5.9381,6.2266,6.378,7.0908
18,242,2.0712805375228465,2.5469202029661355,2.3578,0.9785416126251221,3.974982976913452,1.7982,0.33,-0.234613,1.0,-0.08261,0.3005,True,0.428419,-0.008903,-0.002752,-0.05,3.0973,3.0483,6.4018,6.1733,1.4324,1.4353,5.6767,0.3005,0.4014,0.4637,0.5696,0.3044,0.4907,1.3718,5.0678,5.2195,5.5554,5.3178,4.5554,4.0935,3.8226,3.691,3.6748,9.702,2.3508,1.7039,1.3696,1.1745,1.0563,0.987,1.03,1.3482,5.9591,6.2434,6.3413,7.0173
18,243,2.044502115543278,2.562442971332085,2.3387,0.9785416126251221,3.974982976913452,1.7696,0.269281,-0.284163,0.779203,-0.100057,0.3059,True,0.33924,0.027411,-0.004037,-0.05,3.2152,3.0719,6.4681,6.2098,1.4492,1.4503,0.3581,0.3059,0.4155,0.4767,0.3068,0.3278,0.5108,1.2417,5.0418,5.1704,5.4773,5.4311,4.6169,4.1245,3.8327,3.6845,3.6556,9.6683,2.5335,1.8009,1.4309,1.2178,1.0889,1.0126,1.0022,1.3659,5.9879,6.3672,6.2929,6.9256
18,244,2.0210437007121733,2.5731275670231284,2.3147,0.9785416126251221,3.974982976913452,1.747,0.318869,-0.142979,0.959524,-0.050345,0.3038,True,0.391975,-0.0109,-0.001022,-0.05,7.7452,3.0974,6.5316,6.2469,1.466,1.4665,0.3219,0.3078,0.4307,0.4913,0.3038,0.3523,0.535,1.1866,5.0175,5.1267,5.4096,5.5308,4.6697,4.1502,3.8402,3.6778,3.636,9.6412,2.7209,1.8993,1.4938,1.2627,1.1233,1.0402,1.0141,1.3856,1.3868,6.0266,6.3062,6.8573
18,245,1.9971713600219259,2.5879784933152425,2.2944,0.9785416126251221,3.974982976913452,1.7209,0.242844,-0.279379,0.683069,-0.098373,0.3061,True,0.340134,0.01166,-0.003903,-0.05,7.6327,3.1205,6.5962,6.2846,6.1812,1.4811,0.3161,0.4073,0.4431,0.5027,0.3061,0.3706,0.5498,1.1317,4.9964,5.0866,5.3463,5.6412,4.7292,4.1809,3.8518,3.6748,3.6211,9.6205,2.9269,2.003,1.5586,1.3083,1.1577,1.0674,1.0298,1.4042,1.4045,6.0417,6.3184,6.7924
18,246,1.976353348724707,2.6008539661279264,2.2743,0.9785416126251221,3.974982976913452,1.6982,0.299472,-0.044351,0.888989,-0.015616,0.3061,True,0.397566,-0.000115,-9.8e-05,-0.05,7.5637,3.1458,3.3716,6.3192,6.1987,1.4973,0.3156,0.4222,0.4579,0.5174,0.3061,0.3932,0.5744,1.1287,4.9752,5.0516,5.2946,5.7192,4.7687,4.1991,3.8561,3.6685,3.6046,4.9027,3.1155,2.0988,1.6197,1.3523,1.1919,1.0954,1.0464,1.2085,1.4248,6.0619,6.3477,6.7557
18,247,1.9552099752280443,2.618273368099143,2.2595,0.9785416126251221,3.974982976913452,1.6717,0.162281,-0.307728,0.390112,-0.108355,0.3001,True,0.354267,-0.029767,-0.004735,-0.05,7.5059,3.17,3.2812,6.3518,6.2158,0.3993,0.3199,0.4357,0.4712,0.3001,0.3236,0.4128,0.595,1.1266,4.9556,5.0202,5.2483,5.6797,4.8062,4.2165,3.8607,3.6634,3.5895,4.8882,3.3037,2.1922,1.6787,1.3946,1.2247,1.1222,1.0656,1.062,1.4445,6.0688,6.3801,6.7256
18,248,1.937125381220818,2.634366045517285,2.2476,0.9785416126251221,3.974982976913452,1.6481,0.215244,-0.129415,0.582705,-0.045569,0.3009,True,0.307139,0.004162,-0.000837,-0.05,7.4891,3.1895,3.2818,6.3737,6.2301,0.334,0.4295,0.4482,0.484,0.3009,0.3406,0.433,0.6204,1.1558,4.9386,4.9979,5.2187,5.6401,4.8168,4.2184,3.8569,3.6553,3.5775,3.5758,9.6958,2.2547,1.72,1.4254,1.2496,1.1434,1.0844,1.0772,1.4615,6.1004,6.3884,6.7208
18,249,1.9223453071042025,2.648974371681849,2.239,0.9785416126251221,3.974982976913452,1.6276,0.282709,0.580469,0.828035,0.204391,0.3021,True,0.110214,0.005888,-0.016847,-0.05,7.342,3.1965,3.22,6.4182,6.2426,0.3383,0.4308,0.4473,0.4803,0.3021,0.3346,0.4197,0.5869,1.0279,4.7119,4.9695,5.1627,5.5477,4.9378,4.2907,3.8988,3.6753,3.5794,3.5726,9.6541,2.3984,1.7982,1.4743,1.2824,1.1662,1.1001,1.0847,1.4703,6.0963,6.411,6.6307
18,250,1.9113117274768874,2.650165899768197,2.2113,0.9785416126251221,3.974982976913452,1.6202,0.24036,0.747724,0.674037,0.263283,0.3039,True,0.064956,0.008958,-0.027955,-0.05,7.2576,3.2001,3.2058,6.4473,6.252,0.3497,0.4312,0.4463,0.4776,0.3039,0.3304,0.4113,0.5675,0.9624,3.5174,4.9548,5.1316,5.4954,5.0171,4.3383,3.9268,3.6895,3.5824,3.5714,9.6331,2.4934,1.8484,1.5051,1.3028,1.1802,1.1097,1.0895,1.4751,6.1022,6.4183,6.5792
18,251,1.905032516965643,2.651049041388743,2.1953,0.9785416126251221,3.974982976913452,1.6159,0.191857,0.785524,0.497661,0.276593,0.3022,True,0.038885,-0.008589,-0.030852,-0.05,7.2099,3.2048,3.2032,6.4653,6.2582,0.3595,0.4314,0.4457,0.4761,0.3022,0.328,0.4065,0.5567,0.9278,3.0642,4.9468,5.1141,5.4658,5.0657,4.3674,3.9441,3.6985,3.5847,3.5712,9.6221,2.5528,1.8793,1.5238,1.3152,1.1887,1.1155,1.0942,1.4779,6.115,6.4267,6.5501
18,252,1.9012552618262644,2.6515727004134293,2.1857,0.9785416126251221,3.974982976913452,1.6133,0.190746,0.789593,0.493622,0.278026,0.3009,True,0.031664,-0.006568,-0.031173,-0.05,7.1722,3.2116,3.2041,6.4806,6.2639,0.3681,0.4317,0.4454,0.4749,0.3009,0.3262,0.4028,0.5483,0.9018,2.7748,4.9405,5.1002,5.4422,5.1064,4.3917,3.9585,3.7061,3.5868,3.5702,9.6138,2.6036,1.9055,1.5397,1.3256,1.1959,1.1204,1.0949,1.4804,6.1071,6.4229,6.5272
18,253,1.8982705846646233,2.6520668697738228,2.1782,0.9785416126251221,3.974982976913452,1.6112,0.186071,0.808198,0.476622,0.284577,0.3045,True,0.020684,0.017977,-0.032659,-0.05,7.1501,3.2168,3.2056,6.4897,6.2673,0.3773,0.4317,0.445,0.4741,0.3045,0.3249,0.4005,0.5433,0.8867,2.6276,4.9371,5.0923,5.4286,5.131,4.4065,3.9673,3.7108,3.5883,3.5701,9.6093,2.6341,1.9211,1.549,1.3317,1.2,1.1233,1.0971,1.4817,6.125,6.411,6.5138
18,254,1.8962701613833368,2.6523563649643336,2.1729,0.9785416126251221,3.974982976913452,1.6098,0.188767,0.80111,0.486424,0.282081,0.3032,True,0.029815,-0.00657,-0.032089,-0.05,7.1151,3.2278,3.2074,6.5052,6.2733,0.3912,0.432,0.4447,0.473,0.3032,0.3232,0.397,0.5357,0.8639,2.4204,4.9315,5.0794,5.4066,5.1718,4.4308,3.9818,3.7185,3.5907,3.5701,9.6023,2.6862,1.9475,1.5649,1.3422,1.2072,1.1282,1.0977,1.484,1.4896,6.4411,6.4927
18,255,1.8935199153522861,2.652868802860052,2.166,0.9785416126251221,3.974982976913452,1.6078,0.196888,0.707659,0.515955,0.249176,0.3016,True,0.037271,-0.007902,-0.025039,-0.05,7.0786,3.2428,3.2086,6.5218,6.28,0.4187,0.4322,0.4442,0.4717,0.3016,0.3212,0.3932,0.5276,0.8405,2.2333,4.9262,5.0664,5.384,5.2163,4.4574,3.9977,3.7272,3.5937,3.5691,9.5957,2.7431,1.9759,1.5818,1.3532,1.2147,1.1333,1.1016,1.4864,1.4909,6.42,6.4703
18,256,1.8899890489730908,2.6534494410131666,2.1568,0.9785416126251221,3.974982976913452,1.6054,0.233636,0.735256,0.649587,0.258893,0.3035,True,0.049937,0.009394,-0.02703,-0.05,7.022,3.2765,3.2111,6.5495,6.2914,0.432,0.4324,0.4434,0.4696,0.3035,0.318,0.3872,0.5151,0.8058,1.9888,4.9184,5.0466,5.3492,5.2898,4.5011,4.024,3.7417,3.599,3.5684,9.5865,2.8385,2.0228,1.6094,1.3711,1.2268,1.1416,1.1044,1.4899,1.4931,6.5396,6.4363
18,257,1.8851514172451764,2.654161984654112,2.1436,0.9785416126251221,3.974982976913452,1.602,0.201579,0.698796,0.533016,0.246055,0.3009,True,0.04391,-0.012662,-0.024416,-0.05,6.9744,3.3219,3.2145,6.5745,6.3021,0.4322,0.4324,0.4425,0.4677,0.3009,0.315,0.3819,0.5043,0.7772,1.8145,4.9124,5.0301,5.32,5.3567,4.541,4.0481,3.7552,3.6043,3.568,9.5801,2.9271,2.0655,1.6343,1.3871,1.2376,1.1489,1.1064,1.391,1.4951,6.1533,6.4452
18,258,1.8808678472092828,2.6547761775438077,2.1322,0.9785416126251221,3.974982976913452,1.5991,0.236703,0.752927,0.66074,0.265115,0.3021,True,0.067657,0.005945,-0.028345,-0.05,6.9179,7.8798,3.2181,6.61,6.3198,0.3421,0.4358,0.4448,0.4689,0.3021,0.3159,0.3809,0.4988,0.7557,1.6638,4.9068,5.0119,5.2865,5.4365,4.5872,4.0749,3.7691,3.6084,3.5651,9.5713,3.0407,2.1193,1.6651,1.4066,1.2506,1.1576,1.1089,1.2211,1.4972,6.1371,6.4211
18,259,1.8765395708411328,2.65728302214697,2.1183,0.9785416126251221,3.974982976913452,1.5946,0.157538,0.731841,0.372864,0.25769,0.3034,True,0.041844,0.006589,-0.02678,-0.05,6.8802,7.8166,3.2212,6.6359,6.3334,1.5386,0.4385,0.4469,0.4702,0.3034,0.317,0.3809,0.496,0.7435,1.5799,4.904,5.0006,5.265,5.4925,4.6195,4.0937,3.7789,3.6115,3.5623,9.5667,3.1224,2.156,1.6858,1.4195,1.259,1.163,1.1122,1.1244,1.4984,6.1267,6.4458
18,260,1.87331598196035,2.6584635250263027,2.1091,0.9785416126251221,3.974982976913452,1.5918,0.150449,0.702541,0.347086,0.247374,0.3003,True,0.028452,-0.015701,-0.024678,-0.05,6.8536,7.772,3.2238,6.6553,6.3436,1.5407,0.4405,0.4483,0.4711,0.3003,0.3177,0.3808,0.494,0.7348,1.5245,4.9019,4.9923,5.2493,5.5347,4.6437,4.1079,3.7865,3.614,3.5609,4.8619,3.1859,2.1848,1.702,1.4297,1.2658,1.1676,1.1151,1.1119,1.4997,6.1422,6.4281
18,261,1.8708347967086927,2.659071690809646,2.1033,0.9785416126251221,3.974982976913452,1.5899,0.151419,0.447068,0.350616,0.157418,0.3011,True,0.042976,0.004131,-0.009993,-0.05,6.8282,7.7293,3.2268,6.6743,6.3538,1.5427,0.4423,0.4497,0.4719,0.3011,0.3183,0.3806,0.4919,0.7266,1.4751,4.9006,4.9849,5.2349,5.5764,4.6677,4.1219,3.7941,3.6168,3.5591,4.86,3.2492,2.213,1.7176,1.4394,1.2721,1.1717,1.1176,1.1143,1.5007,6.1347,6.46
18,262,1.8678171630973819,2.6604882549892674,2.0949,0.9785416126251221,3.974982976913452,1.587,0.208158,0.536365,0.556939,0.188861,0.3021,True,0.076182,0.00486,-0.014384,-0.05,6.7623,7.619,3.2354,6.7357,6.3922,1.5546,0.4523,0.4585,0.4797,0.3021,0.3265,0.3882,0.4972,0.7221,1.3961,4.9018,4.9704,5.202,5.6368,4.7282,4.1569,3.8126,3.6231,3.555,3.5542,6.01,2.2871,1.7574,1.4632,1.287,1.1808,1.1225,1.1126,1.5018,6.1373,6.4621
18,263,1.8638531818447017,2.663939101740766,2.0777,0.9785416126251221,3.974982976913452,1.582,0.237277,0.532047,0.662825,0.187341,0.3005,True,0.108009,-0.008096,-0.014154,-0.05,6.6821,7.4829,3.2502,3.3143,6.4582,1.5756,0.468,0.4729,0.3005,0.3033,0.3404,0.4019,0.5094,0.7259,1.3327,4.9057,4.9559,5.1637,5.567,4.8131,4.2081,3.8424,3.6373,3.5561,3.5532,3.4719,2.3967,1.8152,1.4976,1.3086,1.1943,1.1301,1.1129,1.5041,6.1589,6.4507
18,264,1.8587172135712215,2.6691601726654692,2.0545,0.9785416126251221,3.974982976913452,1.5748,0.306471,0.472417,0.914442,0.166344,0.3001,True,0.159649,-0.002078,-0.011159,-0.05,6.5807,7.3068,3.2805,3.2824,12.0,12.0,0.4957,0.3001,0.3057,0.328,0.3658,0.4282,0.5361,0.7473,1.298,4.9146,4.9431,5.1173,5.4775,4.9474,4.2939,3.3702,2.8152,2.4822,2.2819,2.1729,2.1361,1.9105,1.554,1.3442,1.2171,1.1438,1.1169,1.509,6.1507,6.4653
18,265,1.8508911969248156,2.676722397197271,2.0236,0.9785416126251221,3.974982976913452,1.5641,0.147823,0.147748,0.337538,0.052024,0.3229,True,0.159992,0.114044,-0.001091,-0.05,6.497,7.1561,3.3729,3.3211,12.0,12.0,0.3229,0.3243,0.3352,0.3581,0.3974,0.4622,0.5732,0.7859,1.3136,4.9257,4.9389,5.0811,5.4016,4.759,3.2134,2.4829,2.0746,1.8295,1.6822,1.6021,1.5751,1.5751,1.6019,1.3842,1.2431,1.1603,1.1198,1.3582,1.5202,6.4879
18,266,1.8427899125096867,2.68413179436189,1.9968,0.9785416126251221,3.974982976913452,1.5535,0.140809,0.121114,0.312035,0.042646,0.3535,True,0.133413,0.153032,-0.000733,-0.05,6.489,7.0517,12.0,12.0,12.0,12.0,0.3535,0.3546,0.3657,0.3897,0.4313,0.4998,0.6167,0.8382,1.3735,12.0,4.9427,5.0604,5.3512,3.8848,2.6259,2.03,1.6967,1.4967,1.3765,1.3111,1.2893,1.2893,1.3115,1.3772,1.2657,1.1748,1.1282,1.1234,1.5231,8.0005
18,267,1.8359490590179424,2.690257339277671,1.9778,0.9785416126251221,3.974982976913452,1.5446,0.11179,-0.048697,0.20651,-0.017147,0.3812,False,0.114356,0.138799,-0.000119,0.0,6.493,6.9743,12.0,12.0,12.0,12.0,0.3812,0.3821,0.3934,0.4187,0.4625,0.5348,0.6577,0.8892,1.4397,12.0,4.9615,5.0464,5.3139,3.4003,2.2983,1.7767,1.485,1.3099,1.2047,1.1475,1.1284,1.1284,1.1478,1.2053,1.2859,1.1881,1.1363,1.1282,1.5268,6.2088
18,268,1.8296963881894939,2.6952523188359336,1.9632,0.9785416126251221,3.974982976913452,1.5369,0.091291,-0.078878,0.131966,-0.027774,0.4104,False,0.115442,0.145751,-0.000311,0.0,6.5058,6.9155,12.0,12.0,12.0,12.0,0.4104,0.4109,0.4228,0.4496,0.4963,0.5732,0.7037,0.9488,1.5274,12.0,4.9773,5.0376,5.2863,3.0582,2.069,1.6003,1.338,1.1805,1.0859,1.0345,1.0174,1.0175,1.0351,1.0872,1.1828,1.1999,1.1437,1.1321,1.5308,6.2004
18,269,1.8225019478835596,2.6997150567410833,1.9513,0.9785416126251221,3.974982976913452,1.5292,0.100622,-0.072574,0.1659,-0.025554,0.4332,True,0.116284,0.114022,-0.000263,0.0,6.5347,12.0,12.0,12.0,12.0,12.0,0.4332,0.4337,0.4462,0.4744,0.5235,0.6044,0.7417,0.9993,1.6059,12.0,4.9812,5.0285,5.2654,2.8051,1.9103,1.4826,1.2424,1.098,1.0113,0.9646,0.9497,0.9499,0.9674,1.0173,1.1082,1.2111,1.1518,1.137,1.5367,0.5013
21,225,-4.240120023327616,0.042999403965371094,-2.5266,-4.2812299728393555,-1.3720703125,1.4157,0.079421,0.165142,0.088803,0.058148,0.301,True,0.041076,-0.001784,-0.001364,-0.05,7.902,4.0406,4.3142,3.2107,3.1048,3.0888,3.1016,3.2012,3.4152,0.3026,0.6235,0.6961,0.7089,0.6523,0.301,0.3121,3.4574,3.6911,3.868,3.3292,3.0026,2.8126,2.7233,2.7112,2.7243,2.8154,3.0079,3.7651,9.1463,8.2561,5.5626,5.4917,12.0,5.0312,2.6292,2.6352
21,226,-4.23953868655029,0.040242793038390096,-2.5316,-4.2812299728393555,-1.3720703125,1.4129,0.076264,0.161374,0.077325,0.056822,0.3038,True,0.037922,0.014043,-0.001302,-0.05,7.8766,4.0569,4.2861,3.2161,3.1074,3.0898,3.1013,3.1982,3.4088,0.3038,0.6221,0.6954,0.7092,0.6533,0.5351,0.3104,3.4523,3.6822,3.8853,3.3393,3.0083,2.8152,2.7235,2.7102,2.722,2.8107,3.0,3.748,9.1778,8.2752,5.5704,5.498,12.0,5.1265,2.6305,2.6332
21,227,-4.2389982120135175,0.037697499501101434,-2.5363,-4.2812299728393555,-1.3720703125,1.4104,0.075121,0.160395,0.073168,0.056477,0.305,True,0.036849,0.006071,-0.001286,-0.05,7.8524,4.0621,4.2595,3.2214,3.1099,3.0909,3.1011,3.1954,3.4026,0.305,0.6208,0.6947,0.7096,0.6543,0.5373,0.3087,3.4476,3.6738,3.9022,3.3491,3.0139,2.8179,2.7238,2.7092,2.7199,2.8062,2.9925,3.7499,9.2085,8.2939,7.9874,5.4833,12.0,5.2222,2.6327,2.6322
21,228,-4.238486019028827,0.03522435119520474,-2.5408,-4.2812299728393555,-1.3720703125,1.4079,0.082155,0.174515,0.098744,0.061449,0.3063,True,0.039764,0.006627,-0.001523,-0.05,3.7132,4.0374,4.2315,3.2272,3.1126,3.0919,3.101,3.1924,3.3962,0.3063,0.6193,0.694,0.7099,0.6553,0.5396,0.307,3.4426,3.6649,3.9206,3.3597,3.0199,2.8207,2.7242,2.7082,2.7177,2.8015,2.9845,3.7718,9.2418,8.3142,8.0029,5.4895,12.0,5.285,2.636,2.6321
21,229,-4.237945610682478,0.032555612814797324,-2.5457,-4.2812299728393555,-1.3720703125,1.4053,0.068745,0.183672,0.049983,0.064673,0.3058,True,0.03027,-0.002786,-0.001687,-0.05,3.7043,4.0468,4.2104,3.2317,3.1149,3.0927,3.101,3.1902,3.3914,0.3073,0.6183,0.6935,0.7102,0.656,0.5412,0.3058,3.4388,3.6582,3.9347,3.3679,3.0246,2.8229,2.7245,2.7074,2.716,2.7978,2.9784,3.7585,9.2676,8.33,8.015,5.4943,12.0,5.3014,2.6392,2.6327
21,230,-4.237579613466542,0.030525334002985557,-2.5493,-4.2812299728393555,-1.3720703125,1.4033,0.065284,0.177467,0.037397,0.062488,0.3047,True,0.026893,-0.005386,-0.001575,-0.05,3.6966,4.0582,4.1921,3.2357,3.1169,3.0934,3.101,3.1884,3.3872,0.3082,0.6173,0.693,0.7104,0.6566,0.5427,0.3047,3.4355,3.6523,3.9474,3.3753,3.0287,2.8249,2.7247,2.7066,2.7146,2.7947,2.9732,3.7466,9.2906,8.344,8.0257,5.4987,12.0,5.2979,2.6426,2.6338
21,231,-4.237248314646955,0.02872123453621793,-2.5526,-4.2812299728393555,-1.3720703125,1.4015,0.066283,0.182171,0.041027,0.064145,0.3036,True,0.026635,-0.00536,-0.001659,-0.05,3.6891,4.0695,4.1742,3.2397,3.1189,3.0942,3.101,3.1865,3.3831,0.3091,0.6164,0.6925,0.7106,0.6573,0.5441,0.3036,3.4323,3.6466,3.96,3.3826,3.0329,2.8269,2.7251,2.7059,2.7132,2.7916,2.968,3.7426,9.3135,8.358,7.9823,5.4931,12.0,5.2945,2.6465,2.6352
21,232,-4.236913969193829,0.026934133973202046,-2.5558,-4.2812299728393555,-1.3720703125,1.3997,0.06567,0.182127,0.0388,0.064129,0.3028,True,0.026611,-0.004365,-0.001659,-0.05,3.682,4.0618,4.1574,3.2436,3.1208,3.095,3.1011,3.1849,3.3793,0.3099,0.6155,0.692,0.7108,0.6578,0.5453,0.3028,3.4292,3.6411,3.9721,3.3895,3.0368,2.8288,2.7253,2.7051,2.7118,2.7887,2.9631,3.7564,9.3356,8.3715,7.992,5.4863,12.0,5.2913,2.6508,2.6355
21,233,-4.236635913448277,0.025150337296691833,-2.5589,-4.2812299728393555,-1.3720703125,1.3979,0.063581,0.17766,0.031203,0.062556,0.3019,True,0.025415,-0.004129,-0.001578,-0.05,3.6752,4.0468,4.1414,3.2474,3.1228,3.0957,3.1013,3.1833,3.3757,0.3107,0.6148,0.6916,0.7109,0.6583,0.5465,0.3019,3.4263,3.636,3.9838,3.3963,3.0406,2.8307,2.7256,2.7044,2.7106,2.7859,2.9584,3.7698,9.3569,8.3845,8.0015,5.4902,12.0,5.2883,2.6554,2.6356
21,234,-4.236365966071164,0.023446513555574255,-2.5619,-4.2812299728393555,-1.3720703125,1.3962,0.060333,0.171815,0.019393,0.060498,0.3002,True,0.023958,-0.00856,-0.001476,-0.05,3.6691,4.0446,4.1268,3.251,3.1246,3.0963,3.1015,3.182,3.3725,0.3002,0.6141,0.6913,0.7111,0.6588,0.5475,0.3012,3.4237,3.6312,3.9946,3.4025,3.0442,2.8323,2.7259,2.7037,2.7094,2.7833,2.9541,3.7609,9.3768,8.3967,8.0103,5.4937,12.0,5.3006,2.6602,2.636
21,235,-4.23614959885049,0.021841483632483824,-2.5646,-4.2812299728393555,-1.3720703125,1.3946,0.066374,0.186826,0.041361,0.065784,0.3004,True,0.025897,0.00098,-0.001745,-0.05,3.6625,4.0549,4.1112,3.2548,3.1266,3.097,3.1017,3.1805,3.369,0.3008,0.6133,0.6909,0.7112,0.6593,0.5486,0.3004,3.4209,3.6261,3.987,3.4093,3.048,2.8342,2.7262,2.7031,2.7081,2.7805,2.9494,3.75,9.3984,8.4099,8.02,5.4977,12.0,5.3029,2.6659,2.6368
21,236,-4.23589116759967,0.02010571753387415,-2.5676,-4.2812299728393555,-1.3720703125,1.3929,0.066291,0.187537,0.041058,0.066034,0.3015,True,0.025971,0.005153,-0.001759,-0.05,3.6559,4.0653,4.0956,3.2588,3.1287,3.0978,3.1019,3.1791,3.3655,0.3015,0.6125,0.6905,0.7114,0.6598,0.5497,0.3106,3.4181,3.621,3.9787,3.4162,3.052,2.8361,2.7265,2.7023,2.7069,2.7778,2.9448,3.7391,3.8608,8.4234,8.0099,5.5017,12.0,5.2997,2.6723,2.638
21,237,-4.235632343012298,0.018364920645207325,-2.5706,-4.2812299728393555,-1.3720703125,1.3912,0.063287,0.112092,0.030134,0.039469,0.3023,True,0.032958,0.00403,-0.000628,-0.05,3.6477,4.0785,4.0763,3.2637,3.1313,3.0987,3.1022,3.1773,3.3611,0.3023,0.6115,0.6899,0.7116,0.6604,0.5511,0.3094,3.4146,3.6147,3.9684,3.425,3.057,2.8386,2.727,2.7013,2.7054,2.7744,2.9391,3.7505,3.8459,8.4405,7.9879,5.486,12.0,5.2958,2.6813,2.6392
21,238,-4.235319755492457,0.01615624858523146,-2.5744,-4.2812299728393555,-1.3720703125,1.389,0.066284,0.118756,0.041034,0.041816,0.3031,True,0.034116,0.004447,-0.000705,-0.05,3.639,4.0926,4.0559,3.2691,3.1341,3.0997,3.1026,3.1754,3.3565,0.3031,0.6104,0.6893,0.7118,0.6611,0.5526,0.3081,3.4109,3.608,3.9575,3.4346,3.0624,2.8413,2.7276,2.7004,2.7039,2.7709,2.933,3.7685,3.8303,8.4589,8.0006,5.4912,12.0,5.2917,2.6924,2.6392
21,239,-4.234984945372278,0.01386947604394051,-2.5784,-4.2812299728393555,-1.3720703125,1.3867,0.065932,0.118474,0.039752,0.041716,0.304,True,0.033997,0.004407,-0.000702,-0.05,3.6306,4.1067,4.0504,3.2744,3.1369,3.1006,3.103,3.1736,3.3521,0.304,0.6093,0.6888,0.712,0.6617,0.5541,0.3069,3.4074,3.6016,3.9469,3.444,3.0678,2.844,2.7282,2.6995,2.7025,2.7674,2.9272,3.7548,3.815,8.4772,8.0132,5.4963,12.0,5.3243,2.7052,2.6399
21,240,-4.234673177906222,0.01159131111687993,-2.5823,-4.2812299728393555,-1.3720703125,1.3844,0.065489,0.118382,0.038142,0.041684,0.3049,True,0.033549,0.004331,-0.000701,-0.05,3.6224,4.1208,4.0638,3.2797,3.1397,3.1015,3.1035,3.1719,3.3478,0.3049,0.6083,0.6882,0.7122,0.6623,0.5555,0.3057,3.4039,3.5952,3.9366,3.4535,3.0732,2.8467,2.7288,2.6986,2.701,2.7641,2.9214,3.7406,3.8002,8.4955,8.0259,5.5014,12.0,5.4285,2.7203,2.6412
21,241,-4.234369149897726,0.009343132713088773,-2.5862,-4.2812299728393555,-1.3720703125,1.3822,0.05778,0.101473,0.010108,0.03573,0.3046,True,0.029987,-0.001394,-0.000515,-0.05,3.6151,4.1337,4.0761,3.2846,3.1424,3.1023,3.104,3.1704,3.344,0.3057,0.6073,0.6877,0.7123,0.6629,0.5568,0.3046,3.4009,3.5895,3.9273,3.4622,3.0782,2.8492,2.7294,2.6977,2.6998,2.7611,2.9163,3.7444,3.7868,8.5123,7.9835,5.4857,12.0,5.5268,2.7371,2.643
21,242,-4.234111089702766,0.007334054120216732,-2.5897,-4.2812299728393555,-1.3720703125,1.3802,0.064549,0.118282,0.034725,0.041649,0.3035,True,0.032274,-0.005404,-0.0007,-0.05,3.6075,4.1473,4.0724,3.2898,3.1451,3.1033,3.1045,3.1688,3.34,0.3066,0.6063,0.6872,0.7125,0.6635,0.5581,0.3035,3.3977,3.5837,3.9177,3.4713,3.0834,2.8518,2.7301,2.6968,2.6986,2.758,2.9109,3.7608,3.773,8.53,7.9952,5.4904,12.0,5.6329,2.7597,2.6428
21,243,-4.233838740360699,0.005171848331262385,-2.5934,-4.2812299728393555,-1.3720703125,1.3781,0.05725,0.10162,0.008181,0.035782,0.3026,True,0.029078,-0.004821,-0.000516,-0.05,3.6006,4.16,4.0553,3.2946,3.1477,3.1041,3.105,3.1675,3.3364,0.3073,0.6053,0.6867,0.7126,0.664,0.5592,0.3026,3.3948,3.5783,3.9089,3.4798,3.0883,2.8543,2.7307,2.696,2.6974,2.7552,2.9061,3.7762,3.7603,8.5465,8.006,5.4947,12.0,5.7344,2.7918,2.6432
